agency_name,complaint_type,descriptor,location_type,incident_zip,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,resolution_description,community_board,bbl,borough,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,progress_duration,created_year,resolution_action_updated_year
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11436,143 STREET,129 AVENUE,130 AVENUE,129 AVENUE,130 AVENUE,ADDRESS,JAMAICA,143 STREET,,In Progress,,12 QUEENS,11436,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04 BRONX,10452,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11434,116 AVENUE,SUTPHIN BOULEVARD,155 STREET,SUTPHIN BOULEVARD,155 STREET,BLOCKFACE,,,,In Progress,,Unspecified QUEENS,11434,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Parks and Recreation,New Tree Request,For One Address,Street,10463,OXFORD AVENUE,TULFAN TERRACE,JOHNSON AVENUE,TULFAN TERRACE,JOHNSON AVENUE,ADDRESS,BRONX,OXFORD AVENUE,,In Progress,,08 BRONX,10463,BRONX,,,BRONX,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,WEST  145 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  145 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09 MANHATTAN,10031,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,GERARD AVENUE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,04 BRONX,10452,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,CONVENT AVENUE,WEST  128 STREET,WEST  129 STREET,WEST  128 STREET,WEST  129 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09 MANHATTAN,10027,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11233,LOUIS PLACE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,LOUIS PLACE,,In Progress,,03 BROOKLYN,11233,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,ANDREWS AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,,In Progress,,05 BRONX,10453,BRONX,PHONE,,BRONX,Other,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,EAST   28 STREET,VOORHIES AVENUE,SHORE PARKWAY,VOORHIES AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,EAST   28 STREET,,In Progress,,15 BROOKLYN,11235,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,ST JOHNS PLACE,PLAZA ST EAST,UNDERHILL AVENUE,PLAZA ST EAST,UNDERHILL AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,,In Progress,,08 BROOKLYN,11238,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Encampment,,Street/Sidewalk,10169,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,ADDRESS,NEW YORK,PARK AVENUE,,Closed,The Police Department visited the location and no Encampment was found.,05 MANHATTAN,10169,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,WEST   57 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,04 MANHATTAN,10019,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11369,112 PLACE,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ASTORIA BOULEVARD,NORTHERN BOULEVARD,BLOCKFACE,,,,In Progress,,Unspecified QUEENS,11369,QUEENS,PHONE,,QUEENS,Car,,,,,,,Ongoing,2024,
New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10452,WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,WEST  163 STREET,WOODYCREST AVENUE,INTERSECTION,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04 BRONX,10452,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11218,OCEAN PARKWAY,ALBEMARLE ROAD,PROSPECT EXPRESSWAY EB EXIT    6,ALBEMARLE ROAD,PROSPECT EXPRESSWAY EB EXIT    6,ADDRESS,BROOKLYN,OCEAN PARKWAY,,In Progress,,12 BROOKLYN,11218,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10456,CAULDWELL AVENUE,EAST  161 STREET,EAST  163 STREET,EAST  161 STREET,EAST  163 STREET,ADDRESS,BRONX,CAULDWELL AVENUE,,In Progress,,03 BRONX,10456,BRONX,ONLINE,,BRONX,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10470,MATILDA AVENUE,EAST  239 STREET,EAST  240 STREET,EAST  239 STREET,EAST  240 STREET,ADDRESS,BRONX,MATILDA AVENUE,,In Progress,,12 BRONX,10470,BRONX,ONLINE,,BRONX,Other,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,PRESIDENT STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09 BROOKLYN,11213,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11102,27 AVENUE,4 STREET,8 STREET,4 STREET,8 STREET,ADDRESS,ASTORIA,27 AVENUE,,In Progress,,01 QUEENS,11102,QUEENS,ONLINE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,52 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,52 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12 BROOKLYN,11220,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11222,ENGERT AVENUE,LEONARD STREET,ECKFORD STREET,LEONARD STREET,ECKFORD STREET,ADDRESS,BROOKLYN,ENGERT AVENUE,,In Progress,,01 BROOKLYN,11222,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Ongoing,2024,
Department of Transportation,Traffic Signal Condition,Controller,,10455,,,,WESTCHESTER AVENUE,BERGEN AVENUE,INTERSECTION,BRONX,,,Open,,01 BRONX,10455,BRONX,,,BRONX,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,EAST  141 STREET,ST ANNS AVENUE,CRIMMINS AVENUE,ST ANNS AVENUE,CRIMMINS AVENUE,ADDRESS,BRONX,EAST  141 STREET,,In Progress,,01 BRONX,10454,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,WEST  139 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,ADDRESS,NEW YORK,WEST  139 STREET,,In Progress,,09 MANHATTAN,10031,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,27 AVENUE,3 STREET,4 STREET,3 STREET,4 STREET,ADDRESS,ASTORIA,27 AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,01 QUEENS,11102,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,RICHARDS STREET,SULLIVAN STREET,WOLCOTT STREET,SULLIVAN STREET,WOLCOTT STREET,ADDRESS,BROOKLYN,RICHARDS STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,06 BROOKLYN,11231,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,WEST   47 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,04 MANHATTAN,10036,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,VAN BUREN STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,VAN BUREN STREET,,In Progress,,03 BROOKLYN,11221,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,SOUTHERN BOULEVARD,AVENUE ST JOHN,LEGGETT AVENUE,AVENUE ST JOHN,LEGGETT AVENUE,ADDRESS,BRONX,SOUTHERN BOULEVARD,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02 BRONX,10455,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,PINE STREET,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,PINE STREET,,In Progress,,05 BROOKLYN,11208,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,ADRIAN AVENUE,TEUNISSEN PLACE,ADDRESS,BRONX,TERRACE VIEW AVENUE,,In Progress,,08 BRONX,10463,BRONX,PHONE,,BRONX,,,,,,,,Ongoing,2024,
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,56 DRIVE,60 STREET,61 STREET,60 STREET,61 STREET,ADDRESS,MASPETH,56 DRIVE,,In Progress,,05 QUEENS,11378,QUEENS,MOBILE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,COOPER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,COOPER STREET,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04 BROOKLYN,11237,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,AVENUE N,24 AVENUE,EAST    2 STREET,24 AVENUE,EAST    2 STREET,ADDRESS,BROOKLYN,AVENUE N,,In Progress,,12 BROOKLYN,11230,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10009,ST MARKS PLACE,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,ST MARKS PLACE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,03 MANHATTAN,10009,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,WEST  154 STREET,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  154 STREET,,In Progress,,09 MANHATTAN,10032,MANHATTAN,,,MANHATTAN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,,In Progress,,02 BROOKLYN,11238,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,07 BRONX,10468,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11378,65 PLACE,53 AVENUE,53 DRIVE,53 AVENUE,53 DRIVE,ADDRESS,MASPETH,65 PLACE,,In Progress,,05 QUEENS,11378,QUEENS,MOBILE,,QUEENS,,,,,,,,Ongoing,2024,
Department of Sanitation,Obstruction,Cone,Street,11433,171 STREET,108 AVENUE,108 DRIVE,108 AVENUE,108 DRIVE,ADDRESS,JAMAICA,171 STREET,,In Progress,,12 QUEENS,11433,QUEENS,ONLINE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Non-Emergency Police Matter,Trespassing,Park/Playground,11355,BARCLAY AVENUE,UNION STREET,BOWNE STREET,UNION STREET,BOWNE STREET,ADDRESS,FLUSHING,BARCLAY AVENUE,,In Progress,,07 QUEENS,11355,QUEENS,ONLINE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11249,BERRY STREET,SOUTH    9 STREET,SOUTH   10 STREET,SOUTH    9 STREET,SOUTH   10 STREET,ADDRESS,BROOKLYN,BERRY STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,01 BROOKLYN,11249,BROOKLYN,PHONE,Epiphany Playground,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11420,ROCKAWAY BOULEVARD,118 STREET,LEFFERTS BOULEVARD,118 STREET,LEFFERTS BOULEVARD,ADDRESS,SOUTH OZONE PARK,ROCKAWAY BOULEVARD,,In Progress,,10 QUEENS,11420,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,DECATUR AVENUE,BEDFORD PARK BOULEVARD,EAST  201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,DECATUR AVENUE,,In Progress,,07 BRONX,10458,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11361,201 STREET,43 AVENUE,NORTHERN BOULEVARD,43 AVENUE,NORTHERN BOULEVARD,ADDRESS,BAYSIDE,201 STREET,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11 QUEENS,11361,QUEENS,MOBILE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,3+ Family Apartment Building,11230,OCEAN AVENUE,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,OCEAN AVENUE,,In Progress,,14 BROOKLYN,11230,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,101 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,101 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,03 QUEENS,11368,QUEENS,MOBILE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11372,90 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,90 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03 QUEENS,11372,QUEENS,PHONE,,QUEENS,SUV,,,,,,,Less than a day,2024,2024
Department of Parks and Recreation,New Tree Request,For One Address,Street,11101,46 ROAD,21 STREET,JACKSON AVENUE,21 STREET,JACKSON AVENUE,ADDRESS,LONG ISLAND CITY,46 ROAD,,In Progress,,02 QUEENS,11101,QUEENS,,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11213,UTICA AVENUE,EUDES PIERRE WAY,UNION STREET,EUDES PIERRE WAY,UNION STREET,ADDRESS,BROOKLYN,UTICA AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,09 BROOKLYN,11213,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,EAST  224 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  224 STREET,,In Progress,,12 BRONX,10466,BRONX,PHONE,,BRONX,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,THOMPSON STREET,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,ADDRESS,NEW YORK,THOMPSON STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,02 MANHATTAN,10012,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,64 STREET,PERRY AVENUE,GRAND AVENUE,PERRY AVENUE,GRAND AVENUE,ADDRESS,MASPETH,64 STREET,,In Progress,,05 QUEENS,11378,QUEENS,MOBILE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,SURF AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,BROOKLYN,SURF AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,13 BROOKLYN,11224,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11420,ROCKAWAY BOULEVARD,118 STREET,LEFFERTS BOULEVARD,118 STREET,LEFFERTS BOULEVARD,ADDRESS,SOUTH OZONE PARK,ROCKAWAY BOULEVARD,,In Progress,,10 QUEENS,11420,QUEENS,PHONE,,QUEENS,Truck,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,COOPER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,COOPER STREET,,In Progress,,04 BROOKLYN,11237,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,EAST    5 STREET,DITMAS AVENUE,AVENUE F,DITMAS AVENUE,AVENUE F,ADDRESS,BROOKLYN,EAST    5 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12 BROOKLYN,11218,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,81 AVENUE,MYRTLE AVENUE,88 STREET,MYRTLE AVENUE,88 STREET,ADDRESS,RIDGEWOOD,81 AVENUE,,In Progress,,05 QUEENS,11385,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,CONVENT AVENUE,WEST  128 STREET,WEST  129 STREET,WEST  128 STREET,WEST  129 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09 MANHATTAN,10027,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,03 BRONX,10456,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,13 BROOKLYN,11224,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,52 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,52 STREET,,In Progress,,12 BROOKLYN,11220,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11201,CADMAN PLAZA WEST,EVERIT STREET,ELIZABETH PLACE,EVERIT STREET,ELIZABETH PLACE,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,,In Progress,,02 BROOKLYN,11201,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Ongoing,2024,
New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,64 STREET,56 ROAD,56 DRIVE,56 ROAD,56 DRIVE,ADDRESS,MASPETH,64 STREET,,In Progress,,05 QUEENS,11378,QUEENS,MOBILE,,QUEENS,,,,,,,,Ongoing,2024,
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,COURTLAND AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,01 BRONX,10451,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
